Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Heart failure	C0018801	NFATC2	4773	Q13469	nuclear factor of activated T cells 2	transcription factor	74	0.588	0.517	0.99995	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	TNFRSF1B	7133	P20333	TNF receptor superfamily member 1B		230	0.467	0.828	0.82467	0.01	no reported evidence	0.0	1	1	2013.0	2013.0
Heart failure	C0018801	SMAD1	4086	Q15797	SMAD family member 1	transcription factor	77	0.572	0.552	0.98839	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	LY75	4065	O60449	lymphocyte antigen 75		16	0.735	0.414	1.3575e-45	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	TOP2B	7155	Q02880	DNA topoisomerase II beta		38	0.639	0.621	0.99997	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	LUM	4060	P51884	lumican		71	0.59	0.586	0.080652	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	LPA	4018	P08519	lipoprotein(a)	hydrolase; protease	198	0.489	0.655	5.8068e-88	0.01	no reported evidence	1.0	1	2	2016.0	2016.0
Heart failure	C0018801	LIFR	3977	P42702	LIF receptor alpha	defense/immunity protein; signaling molecule	171	0.569	0.621	2.3311e-13	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	CRISP2	7180	P16562	cysteine rich secretory protein 2	defense/immunity protein	97	0.545	0.655	1.142e-12	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	TRAF3	7187	Q13114	TNF receptor associated factor 3	signaling molecule	47	0.639	0.621	0.99904	0.01	no reported evidence	0.0	1	0	2015.0	2015.0
Heart failure	C0018801	MECP2	4204	P51608	methyl-CpG binding protein 2	nucleic acid binding; transferase	403	0.463	0.862	0.7829	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	MEF2C	4208	Q06413	myocyte enhancer factor 2C	transcription factor	128	0.57	0.483	0.015729	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	MITF	4286	O75030	melanogenesis associated transcription factor		168	0.526	0.69	0.99746	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	TFR2	7036	Q9UP52	transferrin receptor 2	hydrolase; protease	88	0.594	0.517	1.772e-08	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	TFRC	7037	P02786	transferrin receptor	hydrolase; protease	211	0.471	0.759	0.00029785	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	MMP12	4321	P39900	matrix metallopeptidase 12	hydrolase; protease	134	0.516	0.862		0.01	no reported evidence	0.0	1	1	2012.0	2012.0
Heart failure	C0018801	NDUFS6	4726	O75380	NADH:ubiquinone oxidoreductase subunit S6	oxidoreductase	74	0.639	0.448	0.093939	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	THBS1	7057	P07996	thrombospondin 1		288	0.448	0.759	0.99996	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	THBS2	7058	P35442	thrombospondin 2		76	0.582	0.586	0.66149	0.01	no reported evidence	0.0	1	0	2005.0	2005.0
Heart failure	C0018801	TRNT	4576		tRNA		10	0.815	0.276		0.01	no reported evidence	0.0	1	0	2015.0	2015.0
Heart failure	C0018801	MMP3	4314	P08254	matrix metallopeptidase 3	hydrolase; protease	309	0.439	0.793	4.9293e-15	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	TJP1	7082	Q07157	tight junction protein 1	cell junction protein	44	0.63	0.552	1.0	0.01	no reported evidence		1	0	2008.0	2008.0
Heart failure	C0018801	TRPC1	7220	P48995	transient receptor potential cation channel subfamily C member 1	transporter	46	0.616	0.586	0.010187	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	MAP2K3	5606	P46734	mitogen-activated protein kinase kinase 3		25	0.69	0.379	0.37797	0.01	no reported evidence	0.0	1	0	2003.0	2003.0
Heart failure	C0018801	RENBP	5973	P51606	renin binding protein	isomerase	82	0.588	0.655	0.46158	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	PPP2R1A	5518	P30153	protein phosphatase 2 scaffold subunit Aalpha	hydrolase; phosphatase	95	0.59	0.517	0.98564	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	RGS4	5999	P49798	regulator of G protein signaling 4	enzyme modulator	27	0.685	0.345	5.3895e-08	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	ROCK1	6093	Q13464	Rho associated coiled-coil containing protein kinase 1	kinase; transferase	77	0.579	0.517	1.0	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	RPL32	6161	P62910	ribosomal protein L32	nucleic acid binding	6	0.886	0.069	0.75407	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	PPARD	5467	Q03181	peroxisome proliferator activated receptor delta	nucleic acid binding; receptor; transcription factor	122	0.551	0.621	0.99399	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	PPA1	5464	Q15181	pyrophosphatase (inorganic) 1	hydrolase	11	0.752	0.345	1.836e-05	0.01	no reported evidence	0.0	1	0	2004.0	2004.0
Heart failure	C0018801	POLR2A	5430	P24928	RNA polymerase II subunit A	nucleic acid binding; transferase	15	0.743	0.276	1.0	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	RYR3	6263	Q15413	ryanodine receptor 3	receptor; transporter	23	0.701	0.241	0.77648	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	PPP3CA	5530	Q08209	protein phosphatase 3 catalytic subunit alpha		91	0.569	0.724	0.9999	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	RELA	5970	Q04206	RELA proto-oncogene, NF-kB subunit	nucleic acid binding; transcription factor	245	0.456	0.828	0.99942	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	NPY4R	5540	P50391	neuropeptide Y receptor Y4		3	0.886	0.103	4.2363e-05	0.01	no reported evidence	0.0	1	0	2004.0	2004.0
Heart failure	C0018801	MAPK9	5601	P45984	mitogen-activated protein kinase 9	kinase; transferase	70	0.607	0.586	0.16297	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	PTEN	5728	P60484	phosphatase and tensin homolog	hydrolase; phosphatase	915	0.334	0.828	0.81793	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	PTHLH	5744	P12272	parathyroid hormone like hormone		238	0.472	0.793	0.83368	0.01	no reported evidence		1	0	2002.0	2002.0
Heart failure	C0018801	PTN	5764	P21246	pleiotrophin	signaling molecule	97	0.565	0.586	0.008119	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	PTX3	5806	P26022	pentraxin 3		118	0.543	0.69	7.5491e-05	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	PURB	5814	Q96QR8	purine rich element binding protein B	nucleic acid binding; transcription factor	4	0.886	0.069	0.63892	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Heart failure	C0018801	RAB1A	5861	P62820	RAB1A, member RAS oncogene family		24	0.696	0.517	0.81923	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	PRKACG	5568	P22612	protein kinase cAMP-activated catalytic subunit gamma		29	0.701	0.414		0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	PRH1	5554	P02810	proline rich protein HaeIII subfamily 1		104	0.543	0.69	0.0044498	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	S100B	6285	P04271	S100 calcium binding protein B	calcium-binding protein; signaling molecule	301	0.443	0.862	0.046548	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	ATXN1	6310	P54253	ataxin 1		137	0.55	0.517	0.98201	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	SGK1	6446	O00141	serum/glucocorticoid regulated kinase 1	calcium-binding protein; kinase; transfer/carrier protein; transferase	128	0.53	0.621	0.040926	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	SGTA	6449	O43765	small glutamine rich tetratricopeptide repeat containing alpha		12	0.762	0.207	0.93693	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	PDC	5132	P20941	phosducin		46	0.642	0.552	6.8596e-05	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Heart failure	C0018801	SLC2A4	6517	P14672	solute carrier family 2 member 4		90	0.564	0.586	3.188e-05	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	CDK16	5127	Q00536	cyclin dependent kinase 16	kinase; transferase	29	0.696	0.414	0.9938	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	P4HB	5034	P07237	prolyl 4-hydroxylase subunit beta		122	0.57	0.759	0.99683	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	SLC6A4	6532	P31645	solute carrier family 6 member 4	transporter	329	0.446	0.724	0.25902	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	SLC6A8	6535	P48029	solute carrier family 6 member 8	transporter	141	0.567	0.655	0.99655	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	SLC7A1	6541	P30825	solute carrier family 7 member 1	transporter	22	0.701	0.448	0.99399	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	SGCG	6445	Q13326	sarcoglycan gamma	cytoskeletal protein	110	0.559	0.69	5.1318e-05	0.01	no reported evidence	1.0	1	1	2000.0	2000.0
Heart failure	C0018801	PDE3A	5139	Q14432	phosphodiesterase 3A		28	0.752	0.345	0.0063708	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	PDE9A	5152	O76083	phosphodiesterase 9A		9	0.815	0.138	0.0026441	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	PKD1	5310	P98161	polycystin 1, transient receptor potential channel interacting		127	0.537	0.621	1.0	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	PIN1	5300	Q13526	peptidylprolyl cis/trans isomerase, NIMA-interacting 1		119	0.536	0.655	0.76129	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	PIM1	5292	P11309	Pim-1 proto-oncogene, serine/threonine kinase		115	0.532	0.621	0.85773	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	CCL19	6363	Q99731	C-C motif chemokine ligand 19	signaling molecule	76	0.575	0.586	0.24633	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	CCL21	6366	O00585	C-C motif chemokine ligand 21	signaling molecule	98	0.55	0.69	0.034342	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	CX3CL1	6376	P78423	C-X3-C motif chemokine ligand 1	signaling molecule	123	0.533	0.759	0.88477	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	PGK1	5230	P00558	phosphoglycerate kinase 1	kinase; transferase	82	0.6	0.69	0.78883	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	PDK4	5166	Q16654	pyruvate dehydrogenase kinase 4	kinase; transferase	36	0.652	0.31	5.6394e-12	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	PDK1	5163	Q15118	pyruvate dehydrogenase kinase 1	kinase; transferase	71	0.582	0.655	1.2346e-05	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	P2RY2	5029	P41231	purinergic receptor P2Y2		61	0.609	0.586	0.089984	0.01	no reported evidence	1.0	1	0	1999.0	1999.0
Heart failure	C0018801	MAPKAPK2	9261	P49137	mitogen-activated protein kinase-activated protein kinase 2	cytoskeletal protein; kinase; transferase	35	0.659	0.586	0.99939	0.01	no reported evidence	1.0	1	0	2001.0	2001.0
Heart failure	C0018801	MLEC	9761	Q14165	malectin		5	0.928	0.034	0.63124	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	GAB1	2549	Q13480	GRB2 associated binding protein 1	transmembrane receptor regulatory/adaptor protein	46	0.627	0.517	0.43829	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	TLK1	9874	Q9UKI8	tousled like kinase 1	kinase; transferase	25	0.713	0.414	0.99999	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	MFN2	9927	O95140	mitofusin 2	hydrolase; phosphatase	176	0.541	0.759	0.988	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	NR2E3	10002	Q9Y5X4	nuclear receptor subfamily 2 group E member 3	nucleic acid binding; receptor; transcription factor	75	0.616	0.517		0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	XRCC6	2547	P12956	X-ray repair cross complementing 6	nucleic acid binding	76	0.586	0.621	0.99875	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	DNM1L	10059	O00429	dynamin 1 like	cytoskeletal protein; enzyme modulator; hydrolase	105	0.57	0.655	0.00047522	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	ABCC9	10060	O60706	ATP binding cassette subfamily C member 9	transporter	156	0.59	0.517	1.5652e-08	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Heart failure	C0018801	FRZB	2487	Q92765	frizzled related protein	enzyme modulator; receptor; signaling molecule	57	0.598	0.448	0.0012918	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	GABPA	2551	Q06546	GA binding protein transcription factor subunit alpha	nucleic acid binding; signaling molecule; transcription factor	262	0.454	0.828	0.99791	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	GC	2638	P02774	GC, vitamin D binding protein	transfer/carrier protein	134	0.525	0.793	2.0549e-10	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	ISG15	9636	P05161	ISG15 ubiquitin-like modifier		68	0.592	0.724	0.39557	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	GOLGB1	2804	Q14789	golgin B1		13	0.773	0.31	1.0115e-10	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	LONP1	9361	P36776	lon peptidase 1, mitochondrial	hydrolase; protease	139	0.557	0.655	0.9994	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	GLP1R	2740	P43220	glucagon like peptide 1 receptor		73	0.598	0.586	0.28	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Heart failure	C0018801	HAND1	9421	O96004	heart and neural crest derivatives expressed 1		32	0.696	0.207	0.11424	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	ABCG2	9429	Q9UNQ0	ATP binding cassette subfamily G member 2 (Junior blood group)	transporter	265	0.449	0.793	1.2599e-32	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	HAND2	9464	P61296	heart and neural crest derivatives expressed 2		31	0.72	0.31	0.38989	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	GHSR	2693	Q92847	growth hormone secretagogue receptor	receptor	102	0.565	0.621	0.0073175	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	TBPL1	9519	P62380	TATA-box binding protein like 1	nucleic acid binding; transcription factor	90	0.575	0.586	0.39238	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Heart failure	C0018801	OPN1MW	2652	P04001;P0DN77;P0DN78	opsin 1, medium wave sensitive	receptor	39	0.667	0.448	0.032803	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	MTOR	2475	P42345	mechanistic target of rapamycin kinase	kinase; nucleic acid binding; transferase	466	0.399	0.793	1.0	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	NAMPT	10135	P43490	nicotinamide phosphoribosyltransferase	signaling molecule	95	0.564	0.69	0.98206	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	NES	10763	P48681	nestin		158	0.51	0.655	0.00012366	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	LILRB1	10859	Q8NHL6	leukocyte immunoglobulin like receptor B1	defense/immunity protein; enzyme modulator; receptor; signaling molecule	93	0.559	0.655	3.5095e-14	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	FABP4	2167	P15090	fatty acid binding protein 4		71	0.59	0.552	3.6451e-05	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Heart failure	C0018801	SUGT1	10910	Q9Y2Z0	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone		2	0.928	0.034	0.45855	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	F2RL1	2150	P55085	F2R like trypsin receptor 1		165	0.514	0.724	0.00079765	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	PRDX3	10935	P30048	peroxiredoxin 3	oxidoreductase	48	0.614	0.517	0.0042869	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	SDS	10993	P20132	serine dehydratase	hydrolase; isomerase; lyase	116	0.54	0.69	0.00011134	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Heart failure	C0018801	FSTL1	11167	Q12841	follistatin like 1	enzyme modulator	67	0.582	0.552	0.9059	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	MAP4K5	11183	Q9Y4K4	mitogen-activated protein kinase kinase kinase kinase 5		7	0.815	0.207	0.99958	0.01	no reported evidence	0.0	1	0	2003.0	2003.0
Heart failure	C0018801	OGA	10724	O60502	O-GlcNAcase		74	0.584	0.517		0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	PTK2B	2185	Q14289	protein tyrosine kinase 2 beta		157	0.502	0.69	0.94209	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	FDPS	2224	P14324	farnesyl diphosphate synthase	transferase	21	0.72	0.448	0.0034763	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	ALYREF	10189	Q86V81	Aly/REF export factor	nucleic acid binding	11	0.785	0.414	0.9286	0.01	no reported evidence	0.0	1	0	2014.0	2014.0
Heart failure	C0018801	FOXM1	2305	Q08050	forkhead box M1		190	0.484	0.724	0.00076948	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	FOXC1	2296	Q12948	forkhead box C1	nucleic acid binding; transcription factor	158	0.517	0.724	0.95504	0.01	no reported evidence	0.0	1	0	2006.0	2006.0
Heart failure	C0018801	RACK1	10399	P63244	receptor for activated C kinase 1		56	0.611	0.552		0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	PRMT5	10419	O14744	protein arginine methyltransferase 5	signaling molecule	47	0.627	0.586	0.99999	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	FST	10468	P19883	follistatin	enzyme modulator	110	0.551	0.655	0.98109	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	SEMA4D	10507	Q92854	semaphorin 4D	signaling molecule	44	0.642	0.483	0.98109	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	FGF4	2249	P08620	fibroblast growth factor 4	signaling molecule	54	0.616	0.483	0.14176	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	FGF2	2247	P09038	fibroblast growth factor 2	signaling molecule	437	0.404	0.897	0.019149	0.01	no reported evidence		1	0	2005.0	2005.0
Heart failure	C0018801	NISCH	11188	Q9Y2I1	nischarin	enzyme modulator	24	0.713	0.31	0.99904	0.01	no reported evidence		1	0	2002.0	2002.0
Heart failure	C0018801	LEP	3952	P41159	leptin		498	0.4	0.793	0.38947	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	VEGFB	7423	P49765	vascular endothelial growth factor B	signaling molecule	45	0.642	0.379	1.2549e-09	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	IL13RA1	3597	P78552	interleukin 13 receptor subunit alpha 1	defense/immunity protein; signaling molecule	18	0.72	0.379	0.96292	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Heart failure	C0018801	BEST1	7439	O76090	bestrophin 1		168	0.521	0.586	1.8481e-12	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	IL1A	3552	P01583	interleukin 1 alpha		596	0.366	0.931	0.00014857	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	IGFBP4	3487	P22692	insulin like growth factor binding protein 4	enzyme modulator	43	0.633	0.517	0.023738	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	IGF2	3481	P01344	insulin like growth factor 2		505	0.399	0.828	0.046895	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Heart failure	C0018801	ID2	3398	Q02363	inhibitor of DNA binding 2	transcription factor	65	0.592	0.552	0.68757	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	YY1	7528	P25490	YY1 transcription factor	transcription factor	141	0.519	0.724	0.99457	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Heart failure	C0018801	ZBTB17	7709	Q13105	zinc finger and BTB domain containing 17		16	0.785	0.276	0.98519	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	IL16	3603	Q14005	interleukin 16	signaling molecule	112	0.543	0.793	9.4106e-11	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	ILF3	3609	Q12906	interleukin enhancer binding factor 3	nucleic acid binding	27	0.69	0.448	1.0	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Heart failure	C0018801	UTRN	7402	P46939	utrophin		59	0.614	0.517	1.6194e-19	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	KCNH2	3757	Q12809	potassium voltage-gated channel subfamily H member 2		129	0.543	0.586	0.99046	0.01	no reported evidence		1	0	2007.0	2007.0
Heart failure	C0018801	JARID2	3720	Q92833	jumonji and AT-rich interaction domain containing 2	transcription factor	32	0.672	0.414	1.0	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	ITPR2	3709	Q14571	inositol 1,4,5-trisphosphate receptor type 2	receptor; transporter	35	0.676	0.517	1.0945e-26	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	ITPR1	3708	Q14643	inositol 1,4,5-trisphosphate receptor type 1	receptor; transporter	97	0.577	0.69	1.0	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	TXN	7295	P10599	thioredoxin		177	0.503	0.793	0.21507	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	SUMO1	7341	P63165	small ubiquitin-like modifier 1		85	0.579	0.621	0.86399	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	ISL1	3670	P61371	ISL LIM homeobox 1	nucleic acid binding; transcription factor	54	0.621	0.586	0.8963	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	IRF1	3659	P10914	interferon regulatory factor 1	nucleic acid binding; transcription factor	165	0.503	0.724	0.99019	0.01	no reported evidence	1.0	1	0	1997.0	1997.0
Heart failure	C0018801	ILK	3611	Q13418	integrin linked kinase		123	0.534	0.69	1.8227e-05	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	TNC	3371	P24821	tenascin C		215	0.475	0.759	5.6432e-07	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Heart failure	C0018801	MAP3K12	7786	Q12852	mitogen-activated protein kinase kinase kinase 12		19	0.743	0.241	1.0	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	HCRTR2	3062	O43614	hypocretin receptor 2	receptor	17	0.743	0.448	0.0046813	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	GSR	2936	P00390	glutathione-disulfide reductase	oxidoreductase	98	0.548	0.759	8.365e-07	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Heart failure	C0018801	DGAT1	8694	O75907	diacylglycerol O-acyltransferase 1	transferase	26	0.701	0.379	1.6314e-17	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Heart failure	C0018801	CDS2	8760	O95674	CDP-diacylglycerol synthase 2		2	0.928	0.034	6.1445e-07	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	GSN	2934	P06396	gelsolin	cytoskeletal protein	168	0.498	0.828	3.4116e-11	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	MAP3K14	9020	Q99558	mitogen-activated protein kinase kinase kinase 14		38	0.648	0.552		0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Heart failure	C0018801	GPT	2875	P24298	glutamic--pyruvic transaminase	transferase	155	0.51	0.828	7.1081e-19	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	MAP3K13	9175	O43283	mitogen-activated protein kinase kinase kinase 13		13	0.743	0.172	0.77644	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Heart failure	C0018801	GPR17	2840	Q13304	G protein-coupled receptor 17		11	0.752	0.138	0.00060973	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	HTT	3064	P42858	huntingtin		123	0.579	0.517	1.0	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Heart failure	C0018801	DENR	8562	O43583	density regulated re-initiation and release factor	nucleic acid binding	34	0.656	0.483	0.83397	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Heart failure	C0018801	IKBKG	8517	Q9Y6K9	inhibitor of nuclear factor kappa B kinase subunit gamma		186	0.533	0.759	0.082872	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Heart failure	C0018801	HTR4	3360	Q13639	5-hydroxytryptamine receptor 4	receptor	45	0.645	0.552	0.025586	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Heart failure	C0018801	CXCR4	7852	P61073	C-X-C motif chemokine receptor 4		474	0.391	0.897	0.013942	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Heart failure	C0018801	SCG2	7857	P13521	secretogranin II		30	0.672	0.379	0.00013921	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	MANF	7873	P55145	mesencephalic astrocyte derived neurotrophic factor		14	0.762	0.276	0.0013251	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Heart failure	C0018801	HRC	3270	P23327	histidine rich calcium binding protein		20	0.735	0.379	1.1109e-08	0.01	no reported evidence	1.0	1	1	2011.0	2011.0
Heart failure	C0018801	HNRNPD	3184	Q14103	heterogeneous nuclear ribonucleoprotein D		28	0.685	0.483	0.99658	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
